Degree Name,Guaranteed ATAR score,Prerequisite,Assumed knowledge,Mode,Campus,Study as,Duration,Start date,Degree URL
Bachelor of Creative Arts majoring in Performing Arts,70.0,None,None,On Campus,"Adelaide City, Magill",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-creative-arts-performing-arts/dom/
Bachelor of Creative Arts majoring in Screen Production,70.0,None,None,On Campus,"Adelaide City, Magill",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-creative-arts-screen-production/dom/
Bachelor of Digital Media,,None,None,100% Online,,Full time or part time,3 year(s) full-time,"January, April, June, September",https://adelaideuni.edu.au/study/degrees/online/bachelor-of-digital-media/dom/
Bachelor of Film and Television,70.0,None,None,On Campus,"Magill Campus, Adelaide City",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-film-and-television/dom/
Bachelor of Fine Arts,80.0,None,None,On Campus,"Adelaide City, Magill",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-fine-arts/dom/
Bachelor of Graphic Communication Design,70.0,None,None,On Campus,"Adelaide City, Magill",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-graphic-communication-design/dom/
Bachelor of Illustration and Animation,70.0,None,None,On Campus,"Adelaide City, Magill",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-illustration-and-animation/dom/
Bachelor of Journalism,70.0,None,None,On Campus,"Magill Campus, Adelaide City",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-journalism/dom/
Bachelor of Journalism,,None,None,100% Online,,Full time or part time,3 year(s) full-time,"January, April, June, September",https://adelaideuni.edu.au/study/degrees/online/bachelor-of-journalism/dom/
Bachelor of Journalism majoring in Creative Writing,70.0,None,None,On Campus,"Magill Campus, Adelaide City",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-journalism-creative-writing/dom/
Bachelor of Journalism majoring in Digital and Social Media Storytelling,70.0,None,None,On Campus,"Magill Campus, Adelaide City",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-journalism-digital-and-social-media-storytelling/dom/
Bachelor of Journalism majoring in Immersive Media,70.0,None,None,On Campus,"Magill Campus, Adelaide City",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-journalism-immersive-media/dom/
Bachelor of Journalism majoring in Politics,70.0,None,None,On Campus,"Magill Campus, Adelaide City",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-journalism-politics/dom/
Bachelor of Journalism majoring in Strategic Communication,70.0,None,None,On Campus,"Magill Campus, Adelaide City",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-journalism-strategic-communication/dom/
"Bachelor of Laws (Honours), Bachelor of Journalism",,None,None,On Campus,"Adelaide City, Magill",Full time or part time,5 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-laws-honours-bachelor-of-journalism/dom/
Bachelor of Marketing and Communication,,None,None,100% Online,,Full time or part time,3 year(s) full-time,"January, April, June, September",https://adelaideuni.edu.au/study/degrees/online/bachelor-of-marketing-and-communications/dom/
Bachelor of Media and Communication,70.0,None,None,On Campus,"Adelaide City, Magill",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-media-and-communication/dom/
Bachelor of Media and Communication (Games Design and Production),70.0,None,None,On Campus,"Adelaide City, Magill",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-media-and-communication-games-design-and-production/dom/
Bachelor of Media and Communication majoring in Digital Media and Web Design,70.0,None,None,On Campus,"Adelaide City, Magill",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-media-and-communication-digital-media-and-web-design/dom/
Bachelor of Media and Communication majoring in Digital and Social Media Storytelling,70.0,None,None,On Campus,"Adelaide City, Magill",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-media-and-communication-digital-and-social-media-storytelling/dom/
Bachelor of Media and Communication majoring in Immersive Media,70.0,None,None,On Campus,"Adelaide City, Magill",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-media-and-communication-immersive-media/dom/
Bachelor of Media and Communication majoring in Media Cultures,70.0,None,None,On Campus,"Adelaide City, Magill",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-media-and-communication-media-cultures/dom/
Bachelor of Media and Communication majoring in Screen Production,70.0,None,None,On Campus,"Adelaide City, Magill",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-media-and-communication-screen-production/dom/
Bachelor of Media and Communication majoring in Screen Studies,70.0,None,None,On Campus,"Adelaide City, Magill",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-media-and-communication-screen-studies/dom/
Bachelor of Media and Communication majoring in Strategic Communication,70.0,None,None,On Campus,"Adelaide City, Magill",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-media-and-communication-strategic-communication/dom/
Bachelor of Visual Effects,70.0,None,None,On Campus,"Magill, Adelaide City",Full time or part time,3 year(s) full-time,"February, July",https://adelaideuni.edu.au/study/degrees/bachelor-of-visual-effects/dom/
